"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"13/09/2024 21:00 - 13/09/2024 22:00","Norway (NO)","13972.42","13856.17"
"13/09/2024 22:00 - 13/09/2024 23:00","Norway (NO)","13596.49","13547.92"
"13/09/2024 23:00 - 14/09/2024 00:00","Norway (NO)","13257.57","13160.78"
"14/09/2024 00:00 - 14/09/2024 01:00","Norway (NO)","12681.16","12727.95"
"14/09/2024 01:00 - 14/09/2024 02:00","Norway (NO)","12542.11","12706.80"
"14/09/2024 02:00 - 14/09/2024 03:00","Norway (NO)","12355.87","12425.09"
"14/09/2024 03:00 - 14/09/2024 04:00","Norway (NO)","12312.94","12143.36"
"14/09/2024 04:00 - 14/09/2024 05:00","Norway (NO)","12416.57","12098.24"
"14/09/2024 05:00 - 14/09/2024 06:00","Norway (NO)","12465.96","12103.68"
"14/09/2024 06:00 - 14/09/2024 07:00","Norway (NO)","12702.98","12274.97"
"14/09/2024 07:00 - 14/09/2024 08:00","Norway (NO)","12924.58","12626.13"
"14/09/2024 08:00 - 14/09/2024 09:00","Norway (NO)","13260.23","13237.72"
"14/09/2024 09:00 - 14/09/2024 10:00","Norway (NO)","13620.11","13472.48"
"14/09/2024 10:00 - 14/09/2024 11:00","Norway (NO)","13510.94","13515.40"
"14/09/2024 11:00 - 14/09/2024 12:00","Norway (NO)","13155.85","13325.35"
"14/09/2024 12:00 - 14/09/2024 13:00","Norway (NO)","12860.78","12958.61"
"14/09/2024 13:00 - 14/09/2024 14:00","Norway (NO)","12716.17","12839.19"
"14/09/2024 14:00 - 14/09/2024 15:00","Norway (NO)","12715.88","12723.68"
"14/09/2024 15:00 - 14/09/2024 16:00","Norway (NO)","12859.11","12666.36"
"14/09/2024 16:00 - 14/09/2024 17:00","Norway (NO)","13136.33","12874.80"
"14/09/2024 17:00 - 14/09/2024 18:00","Norway (NO)","13216.70","13138.29"
"14/09/2024 18:00 - 14/09/2024 19:00","Norway (NO)","13303.41","13207.17"
"14/09/2024 19:00 - 14/09/2024 20:00","Norway (NO)","13523.05","13337.88"
"14/09/2024 20:00 - 14/09/2024 21:00","Norway (NO)","13481.66","13456.82"
"14/09/2024 21:00 - 14/09/2024 22:00","Norway (NO)","13090.95","13323.03"
"14/09/2024 22:00 - 14/09/2024 23:00","Norway (NO)","12871.98","12825.63"
"14/09/2024 23:00 - 15/09/2024 00:00","Norway (NO)","12602.05","12532.42"
"15/09/2024 00:00 - 15/09/2024 01:00","Norway (NO)","12430.69","12248.69"
"15/09/2024 01:00 - 15/09/2024 02:00","Norway (NO)","12166.07","12197.42"
"15/09/2024 02:00 - 15/09/2024 03:00","Norway (NO)","12022.80","12028.04"
"15/09/2024 03:00 - 15/09/2024 04:00","Norway (NO)","12151.19","11852.52"
"15/09/2024 04:00 - 15/09/2024 05:00","Norway (NO)","12117.52","12006.36"
"15/09/2024 05:00 - 15/09/2024 06:00","Norway (NO)","12194.07","12005.18"
"15/09/2024 06:00 - 15/09/2024 07:00","Norway (NO)","12087.04","12132.36"
"15/09/2024 07:00 - 15/09/2024 08:00","Norway (NO)","12038.13","12122.91"
"15/09/2024 08:00 - 15/09/2024 09:00","Norway (NO)","12394.19","12246.05"
"15/09/2024 09:00 - 15/09/2024 10:00","Norway (NO)","12586.04","12581.08"
"15/09/2024 10:00 - 15/09/2024 11:00","Norway (NO)","12752.16","12730.28"
"15/09/2024 11:00 - 15/09/2024 12:00","Norway (NO)","12755.61","12754.03"
"15/09/2024 12:00 - 15/09/2024 13:00","Norway (NO)","12641.59","12690.66"
"15/09/2024 13:00 - 15/09/2024 14:00","Norway (NO)","12664.96","12595.82"
"15/09/2024 14:00 - 15/09/2024 15:00","Norway (NO)","12741.67","12656.68"
"15/09/2024 15:00 - 15/09/2024 16:00","Norway (NO)","12837.49","12772.74"
"15/09/2024 16:00 - 15/09/2024 17:00","Norway (NO)","12955.71","12988.29"
"15/09/2024 17:00 - 15/09/2024 18:00","Norway (NO)","13217.87","12997.44"
"15/09/2024 18:00 - 15/09/2024 19:00","Norway (NO)","13105.37","13141.98"
"15/09/2024 19:00 - 15/09/2024 20:00","Norway (NO)","13439.21","13221.03"
"15/09/2024 20:00 - 15/09/2024 21:00","Norway (NO)","13508.85","13466.75"
"15/09/2024 21:00 - 15/09/2024 22:00","Norway (NO)","13326.53","13318.94"
"15/09/2024 22:00 - 15/09/2024 23:00","Norway (NO)","12986.87","13022.05"
"15/09/2024 23:00 - 16/09/2024 00:00","Norway (NO)","12581.14","12522.12"
"16/09/2024 00:00 - 16/09/2024 01:00","Norway (NO)","12436.77","12148.63"
"16/09/2024 01:00 - 16/09/2024 02:00","Norway (NO)","12050.55","12177.12"
"16/09/2024 02:00 - 16/09/2024 03:00","Norway (NO)","11829.16","11974.94"
"16/09/2024 03:00 - 16/09/2024 04:00","Norway (NO)","11689.46","11787.49"
"16/09/2024 04:00 - 16/09/2024 05:00","Norway (NO)","11679.94","11703.20"
"16/09/2024 05:00 - 16/09/2024 06:00","Norway (NO)","12206.40","11942.08"
"16/09/2024 06:00 - 16/09/2024 07:00","Norway (NO)","13191.97","12916.90"
"16/09/2024 07:00 - 16/09/2024 08:00","Norway (NO)","14336.06","13967.00"
"16/09/2024 08:00 - 16/09/2024 09:00","Norway (NO)","14358.86","14365.26"
"16/09/2024 09:00 - 16/09/2024 10:00","Norway (NO)","13988.68","14338.56"
"16/09/2024 10:00 - 16/09/2024 11:00","Norway (NO)","13949.54","13908.59"
"16/09/2024 11:00 - 16/09/2024 12:00","Norway (NO)","13907.68","13817.72"
"16/09/2024 12:00 - 16/09/2024 13:00","Norway (NO)","13785.55","13824.70"
"16/09/2024 13:00 - 16/09/2024 14:00","Norway (NO)","13647.78","13729.32"
"16/09/2024 14:00 - 16/09/2024 15:00","Norway (NO)","13983.56","13667.97"
"16/09/2024 15:00 - 16/09/2024 16:00","Norway (NO)","13881.44","13918.32"
"16/09/2024 16:00 - 16/09/2024 17:00","Norway (NO)","13733.97","13980.45"
"16/09/2024 17:00 - 16/09/2024 18:00","Norway (NO)","13656.07","13742.81"
"16/09/2024 18:00 - 16/09/2024 19:00","Norway (NO)","13841.60","13557.00"
"16/09/2024 19:00 - 16/09/2024 20:00","Norway (NO)","14181.43","13748.73"
"16/09/2024 20:00 - 16/09/2024 21:00","Norway (NO)","14173.46","14144.43"
"16/09/2024 21:00 - 16/09/2024 22:00","Norway (NO)","13967.50","13955.50"
"16/09/2024 22:00 - 16/09/2024 23:00","Norway (NO)","13372.42","13522.05"
"16/09/2024 23:00 - 17/09/2024 00:00","Norway (NO)","12785.83","12823.98"
"17/09/2024 00:00 - 17/09/2024 01:00","Norway (NO)","12461.00","12455.14"
"17/09/2024 01:00 - 17/09/2024 02:00","Norway (NO)","12253.47","12126.52"
"17/09/2024 02:00 - 17/09/2024 03:00","Norway (NO)","12080.48","11918.13"
"17/09/2024 03:00 - 17/09/2024 04:00","Norway (NO)","12092.87","11805.71"
"17/09/2024 04:00 - 17/09/2024 05:00","Norway (NO)","11986.17","11801.37"
"17/09/2024 05:00 - 17/09/2024 06:00","Norway (NO)","12255.11","11948.28"
"17/09/2024 06:00 - 17/09/2024 07:00","Norway (NO)","13217.55","12779.10"
"17/09/2024 07:00 - 17/09/2024 08:00","Norway (NO)","14194.85","13730.14"
"17/09/2024 08:00 - 17/09/2024 09:00","Norway (NO)","14636.30","14346.81"
"17/09/2024 09:00 - 17/09/2024 10:00","Norway (NO)","14612.81","14582.59"
"17/09/2024 10:00 - 17/09/2024 11:00","Norway (NO)","14525.76","14445.82"
"17/09/2024 11:00 - 17/09/2024 12:00","Norway (NO)","14297.08","14322.61"
"17/09/2024 12:00 - 17/09/2024 13:00","Norway (NO)","14188.02","14151.92"
"17/09/2024 13:00 - 17/09/2024 14:00","Norway (NO)","14003.48","14132.41"
"17/09/2024 14:00 - 17/09/2024 15:00","Norway (NO)","13805.73","13956.05"
"17/09/2024 15:00 - 17/09/2024 16:00","Norway (NO)","14056.02","13848.26"
"17/09/2024 16:00 - 17/09/2024 17:00","Norway (NO)","14117.60","14111.99"
"17/09/2024 17:00 - 17/09/2024 18:00","Norway (NO)","14334.64","13919.10"
"17/09/2024 18:00 - 17/09/2024 19:00","Norway (NO)","14250.22","14108.88"
"17/09/2024 19:00 - 17/09/2024 20:00","Norway (NO)","14375.06","14107.78"
"17/09/2024 20:00 - 17/09/2024 21:00","Norway (NO)","14425.40","14432.72"
"17/09/2024 21:00 - 17/09/2024 22:00","Norway (NO)","14102.49","14198.92"
"17/09/2024 22:00 - 17/09/2024 23:00","Norway (NO)","13653.23","13585.42"
"17/09/2024 23:00 - 18/09/2024 00:00","Norway (NO)","13195.37","12965.97"
"18/09/2024 00:00 - 18/09/2024 01:00","Norway (NO)","12761.77","12606.25"
"18/09/2024 01:00 - 18/09/2024 02:00","Norway (NO)","12293.92","12539.26"
"18/09/2024 02:00 - 18/09/2024 03:00","Norway (NO)","12135.95","12213.24"
"18/09/2024 03:00 - 18/09/2024 04:00","Norway (NO)","12146.58","11887.81"
"18/09/2024 04:00 - 18/09/2024 05:00","Norway (NO)","12188.36","11872.14"
"18/09/2024 05:00 - 18/09/2024 06:00","Norway (NO)","12445.56","12095.55"
"18/09/2024 06:00 - 18/09/2024 07:00","Norway (NO)","13243.30","13092.71"
"18/09/2024 07:00 - 18/09/2024 08:00","Norway (NO)","14224.42","14106.95"
"18/09/2024 08:00 - 18/09/2024 09:00","Norway (NO)","14441.34","14366.66"
"18/09/2024 09:00 - 18/09/2024 10:00","Norway (NO)","14487.74","14402.55"
"18/09/2024 10:00 - 18/09/2024 11:00","Norway (NO)","14042.84","14231.75"
"18/09/2024 11:00 - 18/09/2024 12:00","Norway (NO)","13954.15","13965.94"
"18/09/2024 12:00 - 18/09/2024 13:00","Norway (NO)","14130.86","13881.22"
"18/09/2024 13:00 - 18/09/2024 14:00","Norway (NO)","13690.50","14040.65"
"18/09/2024 14:00 - 18/09/2024 15:00","Norway (NO)","13518.67","13624.64"
"18/09/2024 15:00 - 18/09/2024 16:00","Norway (NO)","13603.54","13713.25"
"18/09/2024 16:00 - 18/09/2024 17:00","Norway (NO)","13932.11","13759.27"
"18/09/2024 17:00 - 18/09/2024 18:00","Norway (NO)","13950.03","13739.05"
"18/09/2024 18:00 - 18/09/2024 19:00","Norway (NO)","13922.21","13804.73"
"18/09/2024 19:00 - 18/09/2024 20:00","Norway (NO)","14014.54","13869.05"
"18/09/2024 20:00 - 18/09/2024 21:00","Norway (NO)","14104.08","14076.85"
"18/09/2024 21:00 - 18/09/2024 22:00","Norway (NO)","13868.75","13838.07"
"18/09/2024 22:00 - 18/09/2024 23:00","Norway (NO)","13443.56","13504.62"
"18/09/2024 23:00 - 19/09/2024 00:00","Norway (NO)","12919.97","12927.28"
"19/09/2024 00:00 - 19/09/2024 01:00","Norway (NO)","12313.94","12284.84"
"19/09/2024 01:00 - 19/09/2024 02:00","Norway (NO)","12064.12","12336.81"
"19/09/2024 02:00 - 19/09/2024 03:00","Norway (NO)","11925.85","12084.03"
"19/09/2024 03:00 - 19/09/2024 04:00","Norway (NO)","11852.99","11808.89"
"19/09/2024 04:00 - 19/09/2024 05:00","Norway (NO)","11891.37","11851.38"
"19/09/2024 05:00 - 19/09/2024 06:00","Norway (NO)","12218.19","12086.63"
"19/09/2024 06:00 - 19/09/2024 07:00","Norway (NO)","13206.00","12942.39"
"19/09/2024 07:00 - 19/09/2024 08:00","Norway (NO)","14097.10","14136.74"
"19/09/2024 08:00 - 19/09/2024 09:00","Norway (NO)","14144.17","14360.84"
"19/09/2024 09:00 - 19/09/2024 10:00","Norway (NO)","14001.19","14039.70"
"19/09/2024 10:00 - 19/09/2024 11:00","Norway (NO)","13737.24","13831.43"
"19/09/2024 11:00 - 19/09/2024 12:00","Norway (NO)","13498.81","13608.56"
"19/09/2024 12:00 - 19/09/2024 13:00","Norway (NO)","13251.26","13461.75"
"19/09/2024 13:00 - 19/09/2024 14:00","Norway (NO)","13115.68","13204.01"
"19/09/2024 14:00 - 19/09/2024 15:00","Norway (NO)","13092.91","13249.34"
"19/09/2024 15:00 - 19/09/2024 16:00","Norway (NO)","13565.17","13248.59"
"19/09/2024 16:00 - 19/09/2024 17:00","Norway (NO)","13542.10","13702.22"
"19/09/2024 17:00 - 19/09/2024 18:00","Norway (NO)","13461.74","13443.08"
"19/09/2024 18:00 - 19/09/2024 19:00","Norway (NO)","13442.88","13504.54"
"19/09/2024 19:00 - 19/09/2024 20:00","Norway (NO)","13608.62","13554.64"
"19/09/2024 20:00 - 19/09/2024 21:00","Norway (NO)","13880.65","13773.79"
"19/09/2024 21:00 - 19/09/2024 22:00","Norway (NO)","13740.51","13732.77"
"19/09/2024 22:00 - 19/09/2024 23:00","Norway (NO)","13397.74","13308.83"
"19/09/2024 23:00 - 20/09/2024 00:00","Norway (NO)","12877.56","12995.52"
"20/09/2024 00:00 - 20/09/2024 01:00","Norway (NO)","12624.32","12318.13"
"20/09/2024 01:00 - 20/09/2024 02:00","Norway (NO)","12235.76","12458.38"
"20/09/2024 02:00 - 20/09/2024 03:00","Norway (NO)","12193.39","12239.54"
"20/09/2024 03:00 - 20/09/2024 04:00","Norway (NO)","12064.32","12071.07"
"20/09/2024 04:00 - 20/09/2024 05:00","Norway (NO)","12156.26","12011.25"
"20/09/2024 05:00 - 20/09/2024 06:00","Norway (NO)","12501.46","12324.50"
"20/09/2024 06:00 - 20/09/2024 07:00","Norway (NO)","13222.43","13215.03"
"20/09/2024 07:00 - 20/09/2024 08:00","Norway (NO)","14299.05","14180.13"
"20/09/2024 08:00 - 20/09/2024 09:00","Norway (NO)","14565.09","14583.25"
"20/09/2024 09:00 - 20/09/2024 10:00","Norway (NO)","14566.29","14473.20"
"20/09/2024 10:00 - 20/09/2024 11:00","Norway (NO)","14424.93","14344.80"
"20/09/2024 11:00 - 20/09/2024 12:00","Norway (NO)","14299.88","14210.49"
"20/09/2024 12:00 - 20/09/2024 13:00","Norway (NO)","14102.94","14246.19"
"20/09/2024 13:00 - 20/09/2024 14:00","Norway (NO)","13965.11","13946.85"
"20/09/2024 14:00 - 20/09/2024 15:00","Norway (NO)","13782.01","13827.50"
"20/09/2024 15:00 - 20/09/2024 16:00","Norway (NO)","13653.72","13862.92"
"20/09/2024 16:00 - 20/09/2024 17:00","Norway (NO)","13917.67","13638.87"
"20/09/2024 17:00 - 20/09/2024 18:00","Norway (NO)","13774.15","13731.17"
"20/09/2024 18:00 - 20/09/2024 19:00","Norway (NO)","13782.56","13737.25"
"20/09/2024 19:00 - 20/09/2024 20:00","Norway (NO)","13959.58","13841.55"
"20/09/2024 20:00 - 20/09/2024 21:00","Norway (NO)","13963.67","13960.81"
"20/09/2024 21:00 - 20/09/2024 22:00","Norway (NO)","13665.02","13786.91"
"20/09/2024 22:00 - 20/09/2024 23:00","Norway (NO)","13185.82","13315.21"
"20/09/2024 23:00 - 21/09/2024 00:00","Norway (NO)","12929.09","12897.81"
"21/09/2024 00:00 - 21/09/2024 01:00","Norway (NO)","12433.13","12476.29"
"21/09/2024 01:00 - 21/09/2024 02:00","Norway (NO)","12123.25","12360.38"
"21/09/2024 02:00 - 21/09/2024 03:00","Norway (NO)","11994.21","12091.42"
"21/09/2024 03:00 - 21/09/2024 04:00","Norway (NO)","11944.41","11832.53"
"21/09/2024 04:00 - 21/09/2024 05:00","Norway (NO)","11909.75","11878.85"
"21/09/2024 05:00 - 21/09/2024 06:00","Norway (NO)","12008.27","11905.96"
"21/09/2024 06:00 - 21/09/2024 07:00","Norway (NO)","12237.68","12094.07"
"21/09/2024 07:00 - 21/09/2024 08:00","Norway (NO)","12435.33","12503.93"
"21/09/2024 08:00 - 21/09/2024 09:00","Norway (NO)","12841.20","12816.89"
"21/09/2024 09:00 - 21/09/2024 10:00","Norway (NO)","13399.61","13150.22"
"21/09/2024 10:00 - 21/09/2024 11:00","Norway (NO)","13529.89","13527.26"
"21/09/2024 11:00 - 21/09/2024 12:00","Norway (NO)","13553.22","13414.82"
"21/09/2024 12:00 - 21/09/2024 13:00","Norway (NO)","13373.15","13347.60"
"21/09/2024 13:00 - 21/09/2024 14:00","Norway (NO)","13521.35","13299.90"
"21/09/2024 14:00 - 21/09/2024 15:00","Norway (NO)","13371.63","13286.61"
"21/09/2024 15:00 - 21/09/2024 16:00","Norway (NO)","13339.78","13311.18"
"21/09/2024 16:00 - 21/09/2024 17:00","Norway (NO)","13341.50","13429.45"
"21/09/2024 17:00 - 21/09/2024 18:00","Norway (NO)","13549.67","13437.45"
"21/09/2024 18:00 - 21/09/2024 19:00","Norway (NO)","13651.33","13599.52"
"21/09/2024 19:00 - 21/09/2024 20:00","Norway (NO)","13775.41","13711.90"
"21/09/2024 20:00 - 21/09/2024 21:00","Norway (NO)","13672.98","13667.44"
"21/09/2024 21:00 - 21/09/2024 22:00","Norway (NO)","13361.62","13408.47"
"21/09/2024 22:00 - 21/09/2024 23:00","Norway (NO)","13109.51","13009.34"
"21/09/2024 23:00 - 22/09/2024 00:00","Norway (NO)","12842.13","12738.27"
"22/09/2024 00:00 - 22/09/2024 01:00","Norway (NO)","12353.47","12468.74"
"22/09/2024 01:00 - 22/09/2024 02:00","Norway (NO)","12079.81","12314.91"
"22/09/2024 02:00 - 22/09/2024 03:00","Norway (NO)","12049.85","12083.87"
"22/09/2024 03:00 - 22/09/2024 04:00","Norway (NO)","12066.20","11959.96"
"22/09/2024 04:00 - 22/09/2024 05:00","Norway (NO)","11974.25","11944.96"
"22/09/2024 05:00 - 22/09/2024 06:00","Norway (NO)","12024.51","11891.94"
"22/09/2024 06:00 - 22/09/2024 07:00","Norway (NO)","12156.85","11935.24"
"22/09/2024 07:00 - 22/09/2024 08:00","Norway (NO)","12343.13","12217.51"
"22/09/2024 08:00 - 22/09/2024 09:00","Norway (NO)","12706.03","12553.24"
"22/09/2024 09:00 - 22/09/2024 10:00","Norway (NO)","13053.54","12970.27"
"22/09/2024 10:00 - 22/09/2024 11:00","Norway (NO)","13297.30","13202.53"
"22/09/2024 11:00 - 22/09/2024 12:00","Norway (NO)","13245.98","13278.19"
"22/09/2024 12:00 - 22/09/2024 13:00","Norway (NO)","13308.40","13261.43"
"22/09/2024 13:00 - 22/09/2024 14:00","Norway (NO)","13341.51","13295.47"
"22/09/2024 14:00 - 22/09/2024 15:00","Norway (NO)","13190.66","13327.11"
"22/09/2024 15:00 - 22/09/2024 16:00","Norway (NO)","13202.37","13227.24"
"22/09/2024 16:00 - 22/09/2024 17:00","Norway (NO)","13356.67","13269.17"
"22/09/2024 17:00 - 22/09/2024 18:00","Norway (NO)","13651.26","13427.55"
"22/09/2024 18:00 - 22/09/2024 19:00","Norway (NO)","13802.81","13695.41"
"22/09/2024 19:00 - 22/09/2024 20:00","Norway (NO)","14062.41","13924.86"
"22/09/2024 20:00 - 22/09/2024 21:00","Norway (NO)","14156.54","14109.56"
"22/09/2024 21:00 - 22/09/2024 22:00","Norway (NO)","13950.94","13954.00"
"22/09/2024 22:00 - 22/09/2024 23:00","Norway (NO)","13515.15","13648.79"
"22/09/2024 23:00 - 23/09/2024 00:00","Norway (NO)","12967.98","13062.94"
"23/09/2024 00:00 - 23/09/2024 01:00","Norway (NO)","12507.17","12607.81"
"23/09/2024 01:00 - 23/09/2024 02:00","Norway (NO)","12241.36","12475.01"
"23/09/2024 02:00 - 23/09/2024 03:00","Norway (NO)","12354.03","12282.83"
"23/09/2024 03:00 - 23/09/2024 04:00","Norway (NO)","12257.29","12206.26"
"23/09/2024 04:00 - 23/09/2024 05:00","Norway (NO)","12313.81","12215.46"
"23/09/2024 05:00 - 23/09/2024 06:00","Norway (NO)","12577.34","12501.59"
"23/09/2024 06:00 - 23/09/2024 07:00","Norway (NO)","13443.58","13408.55"
"23/09/2024 07:00 - 23/09/2024 08:00","Norway (NO)","14511.28","14303.07"
"23/09/2024 08:00 - 23/09/2024 09:00","Norway (NO)","14781.61","14616.05"
"23/09/2024 09:00 - 23/09/2024 10:00","Norway (NO)","14724.60","14757.77"
"23/09/2024 10:00 - 23/09/2024 11:00","Norway (NO)","14643.89","14596.60"
"23/09/2024 11:00 - 23/09/2024 12:00","Norway (NO)","14740.52","14446.39"
"23/09/2024 12:00 - 23/09/2024 13:00","Norway (NO)","14611.87","14638.12"
"23/09/2024 13:00 - 23/09/2024 14:00","Norway (NO)","14484.06","14527.78"
"23/09/2024 14:00 - 23/09/2024 15:00","Norway (NO)","14284.16","14409.42"
"23/09/2024 15:00 - 23/09/2024 16:00","Norway (NO)","14500.15","14430.51"
"23/09/2024 16:00 - 23/09/2024 17:00","Norway (NO)","14915.38","14653.97"
"23/09/2024 17:00 - 23/09/2024 18:00","Norway (NO)","14843.11","14864.31"
"23/09/2024 18:00 - 23/09/2024 19:00","Norway (NO)","14698.91","14703.15"
"23/09/2024 19:00 - 23/09/2024 20:00","Norway (NO)","14732.75","14670.63"
"23/09/2024 20:00 - 23/09/2024 21:00","Norway (NO)","14904.75","14712.31"
"23/09/2024 21:00 - 23/09/2024 22:00","Norway (NO)","14736.60","14636.05"
"23/09/2024 22:00 - 23/09/2024 23:00","Norway (NO)","14148.26","14230.42"
"23/09/2024 23:00 - 24/09/2024 00:00","Norway (NO)","13582.56","13572.28"
"24/09/2024 00:00 - 24/09/2024 01:00","Norway (NO)","13149.23","13104.09"
"24/09/2024 01:00 - 24/09/2024 02:00","Norway (NO)","12812.96","13003.97"
"24/09/2024 02:00 - 24/09/2024 03:00","Norway (NO)","12668.39","12736.52"
"24/09/2024 03:00 - 24/09/2024 04:00","Norway (NO)","12541.95","12532.64"
"24/09/2024 04:00 - 24/09/2024 05:00","Norway (NO)","12507.60","12483.37"
"24/09/2024 05:00 - 24/09/2024 06:00","Norway (NO)","12679.46","12607.00"
"24/09/2024 06:00 - 24/09/2024 07:00","Norway (NO)","13581.73","13463.59"
"24/09/2024 07:00 - 24/09/2024 08:00","Norway (NO)","14620.22","14461.33"
"24/09/2024 08:00 - 24/09/2024 09:00","Norway (NO)","14961.31","14809.07"
"24/09/2024 09:00 - 24/09/2024 10:00","Norway (NO)","15110.51","14983.93"
"24/09/2024 10:00 - 24/09/2024 11:00","Norway (NO)","14864.27","15049.06"
"24/09/2024 11:00 - 24/09/2024 12:00","Norway (NO)","14904.40","14821.49"
"24/09/2024 12:00 - 24/09/2024 13:00","Norway (NO)","14912.65","14997.26"
"24/09/2024 13:00 - 24/09/2024 14:00","Norway (NO)","14781.37","14914.89"
"24/09/2024 14:00 - 24/09/2024 15:00","Norway (NO)","14815.61","14806.12"
"24/09/2024 15:00 - 24/09/2024 16:00","Norway (NO)","14938.68","15020.87"
"24/09/2024 16:00 - 24/09/2024 17:00","Norway (NO)","15193.86","15103.53"
"24/09/2024 17:00 - 24/09/2024 18:00","Norway (NO)","14836.66","15107.20"
"24/09/2024 18:00 - 24/09/2024 19:00","Norway (NO)","14802.25","14714.27"
"24/09/2024 19:00 - 24/09/2024 20:00","Norway (NO)","14897.94","14730.82"
"24/09/2024 20:00 - 24/09/2024 21:00","Norway (NO)","15113.95","15034.31"
"24/09/2024 21:00 - 24/09/2024 22:00","Norway (NO)","14972.49","14873.05"
"24/09/2024 22:00 - 24/09/2024 23:00","Norway (NO)","14309.30","14463.05"
"24/09/2024 23:00 - 25/09/2024 00:00","Norway (NO)","13688.76","13602.68"
"25/09/2024 00:00 - 25/09/2024 01:00","Norway (NO)","13245.46","13199.37"
"25/09/2024 01:00 - 25/09/2024 02:00","Norway (NO)","12905.72","13130.98"
"25/09/2024 02:00 - 25/09/2024 03:00","Norway (NO)","12765.07","12901.48"
"25/09/2024 03:00 - 25/09/2024 04:00","Norway (NO)","12565.47","12675.39"
"25/09/2024 04:00 - 25/09/2024 05:00","Norway (NO)","12506.85","12443.51"
"25/09/2024 05:00 - 25/09/2024 06:00","Norway (NO)","12780.67","12618.85"
"25/09/2024 06:00 - 25/09/2024 07:00","Norway (NO)","13726.86","13637.37"
"25/09/2024 07:00 - 25/09/2024 08:00","Norway (NO)","14741.33","14640.65"
"25/09/2024 08:00 - 25/09/2024 09:00","Norway (NO)","15193.11","14923.97"
"25/09/2024 09:00 - 25/09/2024 10:00","Norway (NO)","15208.54","15134.04"
"25/09/2024 10:00 - 25/09/2024 11:00","Norway (NO)","14771.23","15002.74"
"25/09/2024 11:00 - 25/09/2024 12:00","Norway (NO)","14728.43","15102.79"
"25/09/2024 12:00 - 25/09/2024 13:00","Norway (NO)","14611.15","14693.85"
"25/09/2024 13:00 - 25/09/2024 14:00","Norway (NO)","14552.70","14458.39"
"25/09/2024 14:00 - 25/09/2024 15:00","Norway (NO)","14599.67","14473.64"
"25/09/2024 15:00 - 25/09/2024 16:00","Norway (NO)","14415.08","14771.27"
"25/09/2024 16:00 - 25/09/2024 17:00","Norway (NO)","14611.04","14661.42"
"25/09/2024 17:00 - 25/09/2024 18:00","Norway (NO)","14498.23","14508.68"
"25/09/2024 18:00 - 25/09/2024 19:00","Norway (NO)","14538.29","14472.27"
"25/09/2024 19:00 - 25/09/2024 20:00","Norway (NO)","14924.93","14663.72"
"25/09/2024 20:00 - 25/09/2024 21:00","Norway (NO)","15271.85","15039.33"
"25/09/2024 21:00 - 25/09/2024 22:00","Norway (NO)","15096.82","15105.97"
"25/09/2024 22:00 - 25/09/2024 23:00","Norway (NO)","14815.00","14698.72"
"25/09/2024 23:00 - 26/09/2024 00:00","Norway (NO)","14141.14","14176.81"
"26/09/2024 00:00 - 26/09/2024 01:00","Norway (NO)","13666.05","13478.55"
"26/09/2024 01:00 - 26/09/2024 02:00","Norway (NO)","13580.10","13537.48"
"26/09/2024 02:00 - 26/09/2024 03:00","Norway (NO)","13526.24","13389.65"
"26/09/2024 03:00 - 26/09/2024 04:00","Norway (NO)","13444.15","13279.03"
"26/09/2024 04:00 - 26/09/2024 05:00","Norway (NO)","13403.61","13301.03"
"26/09/2024 05:00 - 26/09/2024 06:00","Norway (NO)","13617.33","13561.97"
"26/09/2024 06:00 - 26/09/2024 07:00","Norway (NO)","14644.39","14324.52"
"26/09/2024 07:00 - 26/09/2024 08:00","Norway (NO)","15829.79","15532.18"
"26/09/2024 08:00 - 26/09/2024 09:00","Norway (NO)","16015.07","15946.29"
"26/09/2024 09:00 - 26/09/2024 10:00","Norway (NO)","15655.41","15836.82"
"26/09/2024 10:00 - 26/09/2024 11:00","Norway (NO)","15512.39","15304.23"
"26/09/2024 11:00 - 26/09/2024 12:00","Norway (NO)","15287.68","15219.19"
"26/09/2024 12:00 - 26/09/2024 13:00","Norway (NO)","15104.97","15078.34"
"26/09/2024 13:00 - 26/09/2024 14:00","Norway (NO)","15046.17","14913.59"
"26/09/2024 14:00 - 26/09/2024 15:00","Norway (NO)","14970.13","14968.20"
"26/09/2024 15:00 - 26/09/2024 16:00","Norway (NO)","14932.10","14997.96"
"26/09/2024 16:00 - 26/09/2024 17:00","Norway (NO)","14878.73","14932.46"
"26/09/2024 17:00 - 26/09/2024 18:00","Norway (NO)","14918.41","14748.52"
"26/09/2024 18:00 - 26/09/2024 19:00","Norway (NO)","15074.38","14877.91"
"26/09/2024 19:00 - 26/09/2024 20:00","Norway (NO)","15388.88","15155.99"
"26/09/2024 20:00 - 26/09/2024 21:00","Norway (NO)","15525.13","15510.66"
"26/09/2024 21:00 - 26/09/2024 22:00","Norway (NO)","15384.95","15281.86"
"26/09/2024 22:00 - 26/09/2024 23:00","Norway (NO)","15031.27","14899.15"
"26/09/2024 23:00 - 27/09/2024 00:00","Norway (NO)","14473.64","14489.24"
"27/09/2024 00:00 - 27/09/2024 01:00","Norway (NO)","13891.25","13895.45"
"27/09/2024 01:00 - 27/09/2024 02:00","Norway (NO)","13508.05","13904.98"
